Unnamed: 0.1,Unnamed: 0,question,solution,wrong_solution,error_type,explanation,bloom_level,res,res_sum,topic
337,337,"Xác định parabol y = ax^2 + bx + 1, trong mỗi trường hợp sau:
a) Đi qua hai điểm A(1;0) và B(2;4);
b) Đi qua điểm A(1;0) và có trục đối xứng x = 1;
c) Có đỉnh I(1;2)","a) Đi qua A(1;0): a+b+1=0. Đi qua B(2;4): 4a+2b+1=4. Giải hệ { a+b=-1; 4a+2b=3 } => a=5/2, b=-7/2. Parabol: y = (5/2)x^2 - (7/2)x + 1.
b) Đi qua A(1;0): a+b+1=0. Trục đối xứng x=1: -b/2a = 1 => b=-2a. Thay vào PT đầu: a-2a+1=0 => a=1, b=-2. Parabol: y = x^2 - 2x + 1.
c) Đỉnh I(1;2): -b/2a = 1 => b=-2a. Đi qua đỉnh: a(1)^2+b(1)+1 = 2 => a+b=1. Thay b=-2a vào: a-2a=1 => a=-1, b=2. Parabol: y = -x^2 + 2x + 1.","<extra0>b) Đi qua A(1;0) và trục đối xứng x=1</extra0> <extra0>Vì trục đối xứng là x=1 và điểm A có x=1, nên A chính là đỉnh của Parabol</extra0> <extra0>Vậy đỉnh là I(1;0)</extra0> <extra0>Ta có -b/2a=1 và a+b+1=0</extra0> <extra0>Suy ra b=-2a, a-2a+1=0 => a=1, b=-2</extra0> <extra0>Parabol y = x^2-2x+1</extra0>",[],Lập luận đúng và ra kết quả đúng. Đây là một cách suy luận hợp lý khác so với lời giải mẫu.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
338,338,"Xác định parabol y = ax^2 + bx + 1, trong mỗi trường hợp sau:
a) Đi qua hai điểm A(1;0) và B(2;4);
b) Đi qua điểm A(1;0) và có trục đối xứng x = 1;
c) Có đỉnh I(1;2)","a) Đi qua A(1;0): a+b+1=0. Đi qua B(2;4): 4a+2b+1=4. Giải hệ { a+b=-1; 4a+2b=3 } => a=5/2, b=-7/2. Parabol: y = (5/2)x^2 - (7/2)x + 1.
b) Đi qua A(1;0): a+b+1=0. Trục đối xứng x=1: -b/2a = 1 => b=-2a. Thay vào PT đầu: a-2a+1=0 => a=1, b=-2. Parabol: y = x^2 - 2x + 1.
c) Đỉnh I(1;2): -b/2a = 1 => b=-2a. Đi qua đỉnh: a(1)^2+b(1)+1 = 2 => a+b=1. Thay b=-2a vào: a-2a=1 => a=-1, b=2. Parabol: y = -x^2 + 2x + 1.",<extra0>a) Đi qua A(1;0) và B(2;4)</extra0> <extra0>Ta có hệ { a+b+1=0; 2a+b+1=4 }</extra0> <extra0>Giải hệ: trừ vế theo vế ta được -a = -4 => a=4</extra0> <extra0>b = -1-a = -5</extra0> <extra0>Parabol: y = 4x^2 - 5x + 1</extra0>,['FC'],"Lập sai phương trình thứ hai. Khi thay tọa độ điểm B(2;4) vào y=ax^2+bx+1, ta phải có a(2)^2+b(2)+1=4, tức là 4a+2b+1=4.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
339,339,"Xác định parabol (P): y = ax^2 + bx + 2, biết rằng (P) đi qua điểm M(1;5) và có trục đối xứng là đường thẳng x = -1/4.","Đi qua M(1;5): a+b+2=5 => a+b=3. Trục đối xứng x=-1/4: -b/2a = -1/4 => 2b=a. Thay vào PT đầu: 2b+b=3 => 3b=3 => b=1, a=2. Parabol: y = 2x^2 + x + 2.","<extra0>Đi qua M(1;5) => a+b+2=5 => a+b=3</extra0> <extra0>Trục đối xứng x=-1/4 => -b/2a = -1/4 => 4b=2a => 2b=a</extra0> <extra0>Đến đây ta có hệ { a+b=3; a=2b }</extra0> <extra0>Thay vào: 2b+b=3 => b=1, a=2</extra0> <extra0>Vậy a=2, b=1</extra0>",['MS'],"Học sinh không viết phương trình cuối cùng của parabol, chỉ dừng lại ở việc tìm ra các hệ số a và b. Đây là lỗi thiếu bước.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
340,340,"Xác định parabol (P): y = ax^2 + bx + 2, biết rằng (P) đi qua điểm M(1;5) và có trục đối xứng là đường thẳng x = -1/4.","Đi qua M(1;5): a+b+2=5 => a+b=3. Trục đối xứng x=-1/4: -b/2a = -1/4 => 2b=a. Thay vào PT đầu: 2b+b=3 => 3b=3 => b=1, a=2. Parabol: y = 2x^2 + x + 2.",<extra0>Đi qua M(1;5) => a+b=3</extra0> <extra0>Trục đối xứng x=-1/4 => -b/a = -1/4 => 4b=a</extra0> <extra0>Thay vào: 4b+b=3 => 5b=3 => b=3/5</extra0> <extra0>a=12/5</extra0> <extra0>Parabol y = (12/5)x^2 + (3/5)x + 2</extra0>,['FC'],"Nhầm công thức trục đối xứng. Công thức đúng là x = -b/(2a), không phải -b/a.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
341,341,"Xác định parabol (P): y = ax^2 + bx + 2, biết rằng (P) đi qua điểm M(1;5) và có trục đối xứng là đường thẳng x = -1/4.","Đi qua M(1;5): a+b+2=5 => a+b=3. Trục đối xứng x=-1/4: -b/2a = -1/4 => 2b=a. Thay vào PT đầu: 2b+b=3 => 3b=3 => b=1, a=2. Parabol: y = 2x^2 + x + 2.",<extra0>Đi qua M(1;5) => a+b+2=5 => a+b=3</extra0> <extra0>Trục đối xứng x=-1/4 => -b/2a = -1/4 => -4b=-2a => 2b=a</extra0> <extra0>Thay vào: a+b=3 => a=3-b.</extra0> <extra0>2b = 3-b => 3b=3 => b=1</extra0> <extra0>a=2</extra0> <extra0>Parabol y = x^2 + 2x + 2</extra0>,['CV'],"Tìm đúng giá trị của a và b nhưng lại lắp ghép sai vào phương trình cuối cùng, hoán vị a và b.",1,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
342,342,"Xác định parabol (P): y = ax^2 + 2x + c, biết rằng I(1/2; 11/2) là đỉnh của (P).","Đỉnh I(1/2, 11/2): -b/2a = -2/2a = 1/2 => a=-2. Đi qua đỉnh: a(1/2)^2 + 2(1/2) + c = 11/2 => (-2)(1/4) + 1 + c = 11/2 => -1/2 + 1 + c = 11/2 => c=5. Parabol: y = -2x^2 + 2x + 5.","<extra0>Đỉnh I(1/2, 11/2) cho ta hai thông tin</extra0> <extra0>Thứ nhất, -b/2a = 1/2</extra0> <extra0>Với b=2, ta có -2/2a = 1/2 => -1/a = 1/2 => a = -2</extra0> <extra0>Thứ hai, điểm I thuộc parabol, nên 11/2 = a(1/2)^2 + 2(1/2) + c</extra0> <extra0>Với a=-2, 11/2 = -2(1/4) + 1 + c => 11/2 = -1/2 + 1 + c => 11/2 = 1/2 + c => c = 10/2 = 5</extra0> <extra0>Parabol y = -2x^2+2x+5</extra0>",[],"Đây là một lời giải đúng khác, trình bày chi tiết hơn các bước suy luận. Nó không phải là một giải pháp sai.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
343,343,"Xác định parabol (P): y = ax^2 + 2x + c, biết rằng I(1/2; 11/2) là đỉnh của (P).","Đỉnh I(1/2, 11/2): -b/2a = -2/2a = 1/2 => a=-2. Đi qua đỉnh: a(1/2)^2 + 2(1/2) + c = 11/2 => (-2)(1/4) + 1 + c = 11/2 => -1/2 + 1 + c = 11/2 => c=5. Parabol: y = -2x^2 + 2x + 5.",<extra0>Đỉnh có hoành độ x = -b/2a = -2/2a = -1/a</extra0> <extra0>Ta có -1/a = 1/2 => a=-2</extra0> <extra0>Đỉnh có tung độ y = c = 11/2</extra0> <extra0>Vậy parabol là y = -2x^2 + 2x + 11/2</extra0>,['KNOW'],Nhầm lẫn tung độ đỉnh với hệ số tự do c. Tung độ đỉnh phải được tính bằng cách thay hoành độ đỉnh vào phương trình.,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
344,344,"Xác định parabol (P): y = ax^2 + 2x + c, biết rằng I(1/2; 11/2) là đỉnh của (P).","Đỉnh I(1/2, 11/2): -b/2a = -2/2a = 1/2 => a=-2. Đi qua đỉnh: a(1/2)^2 + 2(1/2) + c = 11/2 => (-2)(1/4) + 1 + c = 11/2 => -1/2 + 1 + c = 11/2 => c=5. Parabol: y = -2x^2 + 2x + 5.","<extra0>Đỉnh I(1/2, 11/2): -b/a = 1/2 => -2/a = 1/2 => a = -4</extra0> <extra0>Thay điểm I vào: 11/2 = -4(1/2)^2 + 2(1/2) + c => 11/2 = -1 + 1 + c => c = 11/2</extra0> <extra0>Parabol y = -4x^2 + 2x + 11/2</extra0>",['FC'],"Sử dụng sai công thức hoành độ đỉnh, thiếu hệ số 2 ở mẫu. Công thức đúng là x = -b/(2a).",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
345,345,"Tìm parabol (P): y = ax^2 + bx + c, biết rằng (P) đi qua ba điểm A(1;-1), B(2;3), C(-1;-3).",Ta có hệ phương trình: { a+b+c=-1 (từ A); 4a+2b+c=3 (từ B); a-b+c=-3 (từ C) }. Trừ PT3 cho PT1: 2b=2 => b=1. Thay vào: { a+c=-2; 4a+c=1 }. Trừ hai PT này: 3a=3 => a=1. Suy ra c=-3. Parabol: y = x^2 + x - 3.,"<extra0>Từ A(1;-1) => a+b+c=-1</extra0> <extra0>Từ B(2;3) => 4a+2b+c=3</extra0> <extra0>Từ C(-1;-3) => a-b+c=-3</extra0> <extra0>Từ (1) và (3), cộng lại ta được 2a+2c=-4 => a+c=-2</extra0> <extra0>Trừ đi ta được 2b=2 => b=1</extra0> <extra0>Thay b=1 vào hệ: { a+c=-2; 4a+c=1 }</extra0> <extra0>Trừ đi: -3a = -3 => a=1</extra0> <extra0>c = -2-a = -3</extra0> <extra0>Vậy y=x^2+x-3</extra0>",[],Lời giải này hoàn toàn đúng và chỉ trình bày các bước giải hệ phương trình một cách chi tiết. Nó không phải là một giải pháp sai.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
346,346,"Tìm parabol (P): y = ax^2 + bx + c, biết rằng (P) đi qua ba điểm A(1;-1), B(2;3), C(-1;-3).",Ta có hệ phương trình: { a+b+c=-1 (từ A); 4a+2b+c=3 (từ B); a-b+c=-3 (từ C) }. Trừ PT3 cho PT1: 2b=2 => b=1. Thay vào: { a+c=-2; 4a+c=1 }. Trừ hai PT này: 3a=3 => a=1. Suy ra c=-3. Parabol: y = x^2 + x - 3.,<extra0>Ta có hệ { a+b+c=-1; 4a+2b+c=3; a-b+c=-3 }</extra0> <extra0>Trừ (1) cho (3) ta được 2b=2 => b=1</extra0> <extra0>Thay vào (1) và (2): { a+1+c=-1 => a+c=-2; 4a+2+c=3 => 4a+c=1 }</extra0> <extra0>Lấy (2')-(1'): 3a=3 => a=1</extra0> <extra0>c=-2-1=-3</extra0> <extra0>Parabol là y=x^2+x+3</extra0>,['CAL'],"Tính toán đúng tất cả các hệ số a, b, c nhưng lại viết sai dấu của hệ số c trong phương trình cuối cùng.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
347,347,"Tìm parabol (P): y = ax^2 + bx + c, biết rằng (P) đi qua ba điểm A(1;-1), B(2;3), C(-1;-3).",Ta có hệ phương trình: { a+b+c=-1 (từ A); 4a+2b+c=3 (từ B); a-b+c=-3 (từ C) }. Trừ PT3 cho PT1: 2b=2 => b=1. Thay vào: { a+c=-2; 4a+c=1 }. Trừ hai PT này: 3a=3 => a=1. Suy ra c=-3. Parabol: y = x^2 + x - 3.,<extra0>Từ A(1;-1) => a+b+c=-1</extra0> <extra0>Từ B(2;3) => 2a+b+c=3</extra0> <extra0>Từ C(-1;-3) => -a-b+c=-3</extra0> <extra0>Giải hệ này</extra0>,['FC'],"Lập sai các phương trình từ tọa độ điểm. Ví dụ, từ B(2;3) phải là 4a+2b+c=3, và từ C(-1;-3) là a-b+c=-3.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
348,348,Tìm Parabol y = ax^2 + bx + c đi qua A(8;0) và có đỉnh I(6;-12).,"Đỉnh I(6,-12): -b/2a=6 => b=-12a. Đi qua I: a(6)^2+b(6)+c=-12 => 36a+6b+c=-12. Đi qua A(8,0): a(8)^2+b(8)+c=0 => 64a+8b+c=0. Thay b=-12a vào hai PT cuối: { 36a-72a+c=-12; 64a-96a+c=0 } => { -36a+c=-12; -32a+c=0 }. Trừ hai PT: -4a=-12 => a=3. c=32a=96. b=-12a=-36. Parabol: y = 3x^2 - 36x + 96.",<extra0>Đỉnh I(6;-12) nên ta có phương trình dạng y = a(x-6)^2 - 12</extra0> <extra0>Parabol đi qua A(8;0) nên 0 = a(8-6)^2 - 12 => 0 = a(2^2) - 12 => 4a = 12 => a = 3</extra0> <extra0>Vậy y = 3(x-6)^2 - 12 = 3(x^2 - 12x + 36) - 12 = 3x^2 - 36x + 108 - 12 = 3x^2 - 36x + 96</extra0>,[],Đây là một phương pháp giải hoàn toàn chính xác và hiệu quả hơn cách giải trong đáp án. Sử dụng dạng chính tắc của parabol khi biết đỉnh.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
349,349,Tìm Parabol y = ax^2 + bx + c đi qua A(8;0) và có đỉnh I(6;-12).,"Đỉnh I(6,-12): -b/2a=6 => b=-12a. Đi qua I: a(6)^2+b(6)+c=-12 => 36a+6b+c=-12. Đi qua A(8,0): a(8)^2+b(8)+c=0 => 64a+8b+c=0. Thay b=-12a vào hai PT cuối: { 36a-72a+c=-12; 64a-96a+c=0 } => { -36a+c=-12; -32a+c=0 }. Trừ hai PT: -4a=-12 => a=3. c=32a=96. b=-12a=-36. Parabol: y = 3x^2 - 36x + 96.","<extra0>Đỉnh I(6,-12) => -b/2a=6 và 36a+6b+c=-12</extra0> <extra0>Đi qua A(8,0) => 64a+8b+c=0</extra0> <extra0>Ta có b=-12a</extra0> <extra0>Thay vào: 36a-72a+c=-12 => -36a+c=-12</extra0> <extra0>Và 64a-96a+c=0 => -32a+c=0 => c=32a</extra0> <extra0>Thay vào pt trước: -36a+32a=-12 => -4a=-12 => a=3</extra0> <extra0>b=-36, c=96</extra0> <extra0>Parabol y = 3x^2-36x-96</extra0>",['CAL'],Tính toán đúng hết các hệ số nhưng lại viết sai dấu của hệ số tự do c ở phương trình cuối cùng.,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
351,351,"Tìm parabol (P): y=ax^2+bx+2 đi qua điểm A(-1;6) và có tung độ đỉnh -0,25.",Đi qua A(-1;6): a(-1)^2+b(-1)+2=6 => a-b=4. Tung độ đỉnh: c - b^2/(4a) = -0.25 => 2 - b^2/(4a) = -1/4 => b^2/(4a) = 9/4 => b^2=9a. Từ a-b=4 => a=b+4. Thay vào: b^2=9(b+4) => b^2-9b-36=0 => (b-12)(b+3)=0. TH1: b=12 => a=16. (P): y=16x^2+12x+2. TH2: b=-3 => a=1. (P): y=x^2-3x+2.,"<extra0>Đi qua A(-1;6) => a-b+2=6 => a-b=4</extra0> <extra0>Tung độ đỉnh y = -Δ/(4a) = -(b^2-4ac)/(4a) = -0.25</extra0> <extra0>Với c=2: -(b^2-8a)/(4a) = -1/4 => b^2-8a=a => b^2=9a</extra0> <extra0>Từ a-b=4 => a=b+4</extra0> <extra0>Thay vào b^2=9(b+4) => b^2-9b-36=0</extra0> <extra0>Giải ra b=12 hoặc b=-3</extra0> <extra0>TH1: b=12, a=16</extra0> <extra0>TH2: b=-3, a=1</extra0> <extra0>Vậy có 2 parabol</extra0>",[],"Đây là lời giải đúng, sử dụng công thức y_đỉnh = -Δ/(4a) thay vì c-b^2/(4a), cho kết quả tương tự. Không phải là lời giải sai.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
352,352,"Tìm parabol (P): y=ax^2+bx+2 đi qua điểm A(-1;6) và có tung độ đỉnh -0,25.",Đi qua A(-1;6): a(-1)^2+b(-1)+2=6 => a-b=4. Tung độ đỉnh: c - b^2/(4a) = -0.25 => 2 - b^2/(4a) = -1/4 => b^2/(4a) = 9/4 => b^2=9a. Từ a-b=4 => a=b+4. Thay vào: b^2=9(b+4) => b^2-9b-36=0 => (b-12)(b+3)=0. TH1: b=12 => a=16. (P): y=16x^2+12x+2. TH2: b=-3 => a=1. (P): y=x^2-3x+2.,"<extra0>Đi qua A(-1;6) => a-b=4</extra0> <extra0>Tung độ đỉnh -0.25</extra0> <extra0>Hoành độ đỉnh x=-b/2a</extra0> <extra0>Tung độ đỉnh y=a(-b/2a)^2+b(-b/2a)+2 = b^2/4a - b^2/2a + 2 = -b^2/4a+2 = -0.25.</extra0> <extra0>=> b^2/4a=2.25=9/4 => b^2=9a</extra0> <extra0>Giải hệ {a-b=4; b^2=9a} ta được b=12, a=16 và b=-3, a=1</extra0> <extra0>Vậy có 1 parabol y=16x^2+12x+2</extra0>",['MS'],"Tìm ra cả hai cặp nghiệm (a,b) nhưng lại chỉ kết luận một parabol, bỏ sót trường hợp còn lại.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
353,353,"Tìm parabol (P): y=ax^2+bx+2 đi qua điểm A(-1;6) và có tung độ đỉnh -0,25.",Đi qua A(-1;6): a(-1)^2+b(-1)+2=6 => a-b=4. Tung độ đỉnh: c - b^2/(4a) = -0.25 => 2 - b^2/(4a) = -1/4 => b^2/(4a) = 9/4 => b^2=9a. Từ a-b=4 => a=b+4. Thay vào: b^2=9(b+4) => b^2-9b-36=0 => (b-12)(b+3)=0. TH1: b=12 => a=16. (P): y=16x^2+12x+2. TH2: b=-3 => a=1. (P): y=x^2-3x+2.,"<extra0>Đi qua A(-1;6) => a-b=4</extra0> <extra0>Tung độ đỉnh là giá trị của c</extra0> <extra0>Vậy c = -0.25</extra0> <extra0>Nhưng đề bài cho c=2</extra0> <extra0>Mâu thuẫn, vậy không có parabol nào thỏa mãn</extra0>",['KNOW'],Nhầm lẫn tung độ đỉnh với hệ số tự do c. Đây là một sai lầm cơ bản về khái niệm đỉnh của parabol.,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
354,354,"Xác định hàm số y = ax^2 + bx + c với a, b, c là các tham số, biết rằng hàm số ấy đạt giá trị lớn nhất bằng 5 tại x = -2 và có đồ thị đi qua điểm M(1;-1).","Đạt GTLN nên a<0. Đỉnh là (-2, 5). Ta có -b/2a = -2 => b=4a. Đi qua đỉnh: a(-2)^2+b(-2)+c=5 => 4a-2b+c=5. Đi qua M(1,-1): a+b+c=-1. Thay b=4a vào 2 PT cuối: { 4a-8a+c=5 => -4a+c=5; a+4a+c=-1 => 5a+c=-1 }. Trừ 2 PT: -9a=6 => a=-2/3. b=4a=-8/3. c=-1-5a = -1-5(-2/3)=7/3. Hàm số: y = (-2/3)x^2 - (8/3)x + 7/3.","<extra0>Đạt GTLN bằng 5 tại x=-2, suy ra đỉnh là I(-2,5)</extra0> <extra0>Vậy -b/2a=-2 => b=4a</extra0> <extra0>Đồ thị đi qua M(1,-1) nên a+b+c=-1</extra0> <extra0>Đồ thị cũng đi qua đỉnh I(-2,5) nên 4a-2b+c=5</extra0> <extra0>Giải hệ {b=4a; a+b+c=-1; 4a-2b+c=5}</extra0> <extra0>Thay b=4a vào 2 pt sau: { 5a+c=-1; -4a+c=5 }</extra0> <extra0>Trừ vế: 9a=-6 => a=-2/3</extra0> <extra0>c=-1-5a = -1+10/3=7/3</extra0> <extra0>b=4a=-8/3</extra0> <extra0>y = (-2/3)x^2 - (8/3)x + 7/3</extra0>",[],Lời giải này hoàn toàn đúng và trình bày một cách hệ thống. Nó không phải là một giải pháp sai.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
355,355,"Xác định hàm số y = ax^2 + bx + c với a, b, c là các tham số, biết rằng hàm số ấy đạt giá trị lớn nhất bằng 5 tại x = -2 và có đồ thị đi qua điểm M(1;-1).","Đạt GTLN nên a<0. Đỉnh là (-2, 5). Ta có -b/2a = -2 => b=4a. Đi qua đỉnh: a(-2)^2+b(-2)+c=5 => 4a-2b+c=5. Đi qua M(1,-1): a+b+c=-1. Thay b=4a vào 2 PT cuối: { 4a-8a+c=5 => -4a+c=5; a+4a+c=-1 => 5a+c=-1 }. Trừ 2 PT: -9a=6 => a=-2/3. b=4a=-8/3. c=-1-5a = -1-5(-2/3)=7/3. Hàm số: y = (-2/3)x^2 - (8/3)x + 7/3.","<extra0>Đỉnh I(-2,5) => -b/2a=-2 => b=4a</extra0> <extra0>Đi qua M(1,-1) => a+b+c=-1</extra0> <extra0>Ta có a+4a+c=-1 => 5a+c=-1</extra0> <extra0>Có 2 phương trình và 3 ẩn, không thể giải được</extra0>",['MS'],"Bỏ qua một thông tin quan trọng: đỉnh I(-2,5) cũng là một điểm thuộc đồ thị. Do đó, tọa độ của nó phải thỏa mãn phương trình y=ax^2+bx+c, tạo thành phương trình thứ ba.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
357,357,Tìm tất cả các giá trị của tham số m để parabol (P): y = mx^2 - 2mx - 3m - 2 (m ≠ 0) cắt đường thẳng y = 3x - 1 tại đỉnh của nó.,"Hoành độ đỉnh của (P) là x = -(-2m)/(2m) = 1. Tung độ đỉnh là y = m(1)^2 - 2m(1) - 3m - 2 = -4m - 2. Đỉnh I(1; -4m-2). Để đỉnh thuộc đường thẳng y=3x-1, ta có: -4m-2 = 3(1)-1 = 2 <=> -4m = 4 <=> m = -1.","<extra0>Hoành độ đỉnh x = -b/2a = 2m/2m = 1</extra0> <extra0>Tung độ đỉnh y = m(1)^2 - 2m(1) - 3m - 2 = -4m-2</extra0> <extra0>Đỉnh I(1, -4m-2)</extra0> <extra0>Phương trình hoành độ giao điểm: mx^2 - 2mx - 3m - 2 = 3x - 1</extra0> <extra0>Vì giao điểm là đỉnh nên x=1 là nghiệm</extra0> <extra0>m(1)^2-2m(1)-3m-2 = 3(1)-1 <=> -4m-2=2 <=> m=-1</extra0>",[],"Phương pháp này đúng. Học sinh thay hoành độ đỉnh vào phương trình hoành độ giao điểm để tìm m, thay vì thay cả tọa độ đỉnh vào phương trình đường thẳng.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
358,358,Tìm tất cả các giá trị của tham số m để parabol (P): y = mx^2 - 2mx - 3m - 2 (m ≠ 0) cắt đường thẳng y = 3x - 1 tại đỉnh của nó.,"Hoành độ đỉnh của (P) là x = -(-2m)/(2m) = 1. Tung độ đỉnh là y = m(1)^2 - 2m(1) - 3m - 2 = -4m - 2. Đỉnh I(1; -4m-2). Để đỉnh thuộc đường thẳng y=3x-1, ta có: -4m-2 = 3(1)-1 = 2 <=> -4m = 4 <=> m = -1.","<extra0>Đỉnh của parabol có hoành độ x = -(-2m)/m = 2</extra0> <extra0>Tung độ y = m(2)^2 - 2m(2) - 3m - 2 = -3m-2</extra0> <extra0>Để đỉnh này nằm trên đường thẳng y=3x-1, ta có: -3m-2 = 3(2)-1 = 5 <=> -3m = 7 <=> m = -7/3</extra0>",['FC'],Sử dụng sai công thức tính hoành độ đỉnh. Công thức đúng là x = -b/(2a).,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
359,359,Tìm tất cả các giá trị của tham số m để parabol (P): y = mx^2 - 2mx - 3m - 2 (m ≠ 0) cắt đường thẳng y = 3x - 1 tại đỉnh của nó.,"Hoành độ đỉnh của (P) là x = -(-2m)/(2m) = 1. Tung độ đỉnh là y = m(1)^2 - 2m(1) - 3m - 2 = -4m - 2. Đỉnh I(1; -4m-2). Để đỉnh thuộc đường thẳng y=3x-1, ta có: -4m-2 = 3(1)-1 = 2 <=> -4m = 4 <=> m = -1.","<extra0>Hoành độ đỉnh x=1</extra0> <extra0>Tung độ đỉnh y = -4m-2</extra0> <extra0>Đỉnh I(1, -4m-2)</extra0> <extra0>Giao điểm của Parabol và đường thẳng: I(1, 3(1)-1) = I(1,2)</extra0> <extra0>Do đó, tung độ đỉnh phải bằng 2</extra0> <extra0>-4m-2=2 <=> m=-1</extra0>",[],"Lập luận hơi tắt nhưng về cơ bản là đúng. Học sinh suy ra tọa độ của giao điểm trên đường thẳng, sau đó ép tọa độ đỉnh của parabol phải trùng với điểm đó.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
360,360,Tìm parabol (P): y = ax^2 - 4x + c biết rằng hoành độ đỉnh của (P) bằng -3 và (P) đi qua điểm M(-2;1).,"Hoành độ đỉnh -b/2a = -(-4)/2a = -3 => 4 = -6a => a=-2/3. Đi qua M(-2,1): a(-2)^2 - 4(-2) + c = 1 => 4a+8+c=1 => 4(-2/3)+c=-7 => -8/3+c=-7 => c=-13/3. Parabol: y = (-2/3)x^2 - 4x - 13/3.","<extra0>Hoành độ đỉnh x = -b/2a = 4/2a = 2/a</extra0> <extra0>Ta có 2/a = -3 => a = -2/3.</extra0> <extra0>(P) đi qua M(-2,1) nên 1 = a(-2)^2 - 4(-2) + c = 4a + 8 + c.</extra0> <extra0>1 = 4(-2/3) + 8 + c = -8/3 + 8 + c = 16/3 + c</extra0> <extra0>c = 1 - 16/3 = -13/3</extra0> <extra0>Vậy y = (-2/3)x^2 - 4x - 13/3</extra0>",[],Lời giải này đúng và chi tiết. Không có lỗi toán học.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,hamsodothi
